date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:59:54	544/544	---MCZ	200	added ('OK')	text/plain	etag:%22cacheable:77a2afffdc397b5f6d617d39c46bad32%22	https://wegotkickspr.com/robots.txt		(from )
20:59:55	197657/197657	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:42c0a838f3b9501c0765c0d8116c40b1%22	https://wegotkickspr.com/	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/index.html	(from )
20:59:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2001:59:53%20GMT	http://wegotkickspr.com/cdn/shop/files/WGK_ART.png?crop=center&height=32&v=1678294186&width=32	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/files/WGK_ART.028ba.delayed	(from https://wegotkickspr.com/)
20:59:55	1438/1438	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Nov%202023%2010:56:46%20GMT	https://wegotkickspr.com/cdn/shop/files/WGK_ART.png?crop=center&height=32&v=1678294186&width=32	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/files/WGK_ART28ba.png	(from https://wegotkickspr.com/)
20:59:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2001:59:53%20GMT	http://wegotkickspr.com/cdn/shop/files/2_bb54301c-54ea-497b-a23f-782bfa30f16e.jpg?v=1678379772	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/files/2_bb54301c-54ea-497b-a23f-782bfa30f16e1e4b.jpg	(from https://wegotkickspr.com/)
20:59:55	49217/49217	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Feb%202024%2002:42:30%20GMT	https://wegotkickspr.com/cdn/shop/files/2_bb54301c-54ea-497b-a23f-782bfa30f16e.jpg?v=1678379772	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/files/2_bb54301c-54ea-497b-a23f-782bfa30f16e1e4b.jpg	(from https://wegotkickspr.com/)
20:59:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2001:59:54%20GMT	http://wegotkickspr.com/cdn/shop/t/1/assets/constants.js?v=165488195745554878101678292891	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/t/1/assets/constants60b8.js	(from https://wegotkickspr.com/)
20:59:57	398/398	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2011%20Jan%202024%2019:47:48%20GMT	https://wegotkickspr.com/cdn/shop/t/1/assets/constants.js?v=165488195745554878101678292891	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/t/1/assets/constants60b8.js	(from https://wegotkickspr.com/)
20:59:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2001:59:55%20GMT	http://wegotkickspr.com/cdn/shop/t/1/assets/pubsub.js?v=2921868252632587581678292902	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/t/1/assets/pubsubf162.js	(from https://wegotkickspr.com/)
20:59:57	753/753	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2012%20Jan%202024%2000:22:00%20GMT	https://wegotkickspr.com/cdn/shop/t/1/assets/pubsub.js?v=2921868252632587581678292902	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/t/1/assets/pubsubf162.js	(from https://wegotkickspr.com/)
20:59:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2001:59:55%20GMT	http://wegotkickspr.com/cdn/shop/t/1/assets/global.js?v=85297797553816670871678292895	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/t/1/assets/globalefa4.js	(from https://wegotkickspr.com/)
20:59:58	38288/38288	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2011%20Jan%202024%2023:56:18%20GMT	https://wegotkickspr.com/cdn/shop/t/1/assets/global.js?v=85297797553816670871678292895	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/t/1/assets/globalefa4.js	(from https://wegotkickspr.com/)
20:59:58	198032/198032	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:3828cbb7eb2db8d5ce2c0ab5fbd5bb7f%22	https://wegotkickspr.com/en-ca	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/en-ca.html	(from https://wegotkickspr.com/)
20:59:58	4264/4264	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Feb%202024%2001:59:56%20GMT	https://wegotkickspr.com/checkouts/internal/preloads.js?permanent-domain=69181a.myshopify.com&locale=en-US	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/checkouts/internal/preloadse68b.js	(from https://wegotkickspr.com/)
20:59:59	0/0	---M--	200	added ('OK')	application/javascript	date:Mon,%2019%20Feb%202024%2001:59:57%20GMT	https://shop.app/checkouts/internal/preloads.js?permanent-domain=69181a.myshopify.com&locale=en-US	F:/WinHTTrack/SitiosClone/WeGoKicks/shop.app/checkouts/internal/preloads.ce68b.delayed	(from https://wegotkickspr.com/)
20:59:59	0/0	---MCZ	404	error ('Not%20Found')	text/javascript	etag:W/%22cacheable:b605dcddcfb194270444b0889033fede%22	https://wegotkickspr.com/modules/chunk.common_d6ccb0ed.esm.js	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/modules/chunk.common_d6ccb0ed.esm.js	(from https://wegotkickspr.com/)
20:59:59	1922/1922	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2018%20Feb%202024%2023:12:26%20GMT	https://cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	F:/WinHTTrack/SitiosClone/WeGoKicks/cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	(from https://wegotkickspr.com/)
21:00:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2001:59:57%20GMT	http://wegotkickspr.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	(from https://wegotkickspr.com/)
21:00:00	12133/12133	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2012%20Jan%202024%2000:49:52%20GMT	https://wegotkickspr.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	(from https://wegotkickspr.com/)
21:00:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2001:59:58%20GMT	http://wegotkickspr.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-a2d444786d996da5634fbbaeeffe6104ee672440dfa6cdcaebfb27dceaaf9c0f.js?v=20220906	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-a2d444786d996da5634fbbaeeffe6104ee672440dfa6cdcaebfb27dceaaf9c0fb805.js	(from https://wegotkickspr.com/)
21:00:00	50243/50243	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Jan%202024%2022:24:27%20GMT	https://wegotkickspr.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-a2d444786d996da5634fbbaeeffe6104ee672440dfa6cdcaebfb27dceaaf9c0f.js?v=20220906	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-a2d444786d996da5634fbbaeeffe6104ee672440dfa6cdcaebfb27dceaaf9c0fb805.js	(from https://wegotkickspr.com/)
21:00:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2001:59:58%20GMT	http://wegotkickspr.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://wegotkickspr.com/)
21:00:00	37678/37678	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2011%20Jan%202024%2023:37:16%20GMT	https://wegotkickspr.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://wegotkickspr.com/)
21:00:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2001:59:59%20GMT	http://wegotkickspr.com/cdn/shop/t/1/compiled_assets/scripts.js?316	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/t/1/compiled_assets/scripts3fe9.js	(from https://wegotkickspr.com/)
21:00:01	7109/7109	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2013%20Feb%202024%2000:27:11%20GMT	https://wegotkickspr.com/cdn/shop/t/1/compiled_assets/scripts.js?316	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/t/1/compiled_assets/scripts3fe9.js	(from https://wegotkickspr.com/)
21:00:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:00%20GMT	http://wegotkickspr.com/cdn/fonts/archivo/archivo_n4.abb5ec97705c33fe369ef678fc93b9cf87658330.woff2?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=27543a0dc4087357ab1436e9f4189c044a6ca970ee49833becdfa3649ddb9c44	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_n4.abb5ec97705c33fe369ef678fc93b9cf8765833062f4.woff2	(from https://wegotkickspr.com/)
21:00:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:00%20GMT	http://wegotkickspr.com/cdn/fonts/archivo/archivo_n4.0ae8e008abb455fbd654c11c5b30dc47b6849133.woff?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=76ba5e3dc9fa125ab7329295e9f89ba5ad16d7ee4e5a2e78133b6b6a2653a6b0	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_n4.0ae8e008abb455fbd654c11c5b30dc47b6849133cb25.woff	(from https://wegotkickspr.com/)
21:00:02	22308/22308	---M--	200	added ('OK')	font/woff2	date:Fri,%2029%20Dec%202023%2018:50:57%20GMT	https://wegotkickspr.com/cdn/fonts/archivo/archivo_n4.abb5ec97705c33fe369ef678fc93b9cf87658330.woff2?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=27543a0dc4087357ab1436e9f4189c044a6ca970ee49833becdfa3649ddb9c44	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_n4.abb5ec97705c33fe369ef678fc93b9cf8765833062f4.woff2	(from https://wegotkickspr.com/)
21:00:02	22324/22324	---M--	200	added ('OK')	font/woff2	date:Wed,%2017%20Jan%202024%2010:04:33%20GMT	https://wegotkickspr.com/cdn/fonts/archivo/archivo_n4.0ae8e008abb455fbd654c11c5b30dc47b6849133.woff?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=76ba5e3dc9fa125ab7329295e9f89ba5ad16d7ee4e5a2e78133b6b6a2653a6b0	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_n4.0ae8e008abb455fbd654c11c5b30dc47b6849133cb25.woff	(from https://wegotkickspr.com/)
21:00:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:00%20GMT	http://wegotkickspr.com/cdn/fonts/archivo/archivo_n7.6f363ab30b12ea00d5e6243ed0e977a11393a3ad.woff2?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=90a7c5f0a0581d702a7297d9c4014caec168212afd27fe65be1cd9939908f3c5	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_n7.6f363ab30b12ea00d5e6243ed0e977a11393a3ad9621.woff2	(from https://wegotkickspr.com/)
21:00:04	22676/22676	---M--	200	added ('OK')	font/woff2	date:Sat,%2030%20Dec%202023%2019:22:58%20GMT	https://wegotkickspr.com/cdn/fonts/archivo/archivo_n7.6f363ab30b12ea00d5e6243ed0e977a11393a3ad.woff2?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=90a7c5f0a0581d702a7297d9c4014caec168212afd27fe65be1cd9939908f3c5	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_n7.6f363ab30b12ea00d5e6243ed0e977a11393a3ad9621.woff2	(from https://wegotkickspr.com/)
21:00:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:02%20GMT	http://wegotkickspr.com/cdn/fonts/archivo/archivo_n7.846b40a5735bbd149ad44b083a19c3e5d88d8fab.woff?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=ce5bb79dbdd50555b56aa80ef99c85c36dd83d54c301b75572a8086de7c45b66	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_n7.846b40a5735bbd149ad44b083a19c3e5d88d8fab0f28.woff	(from https://wegotkickspr.com/)
21:00:04	22568/22568	---M--	200	added ('OK')	font/woff2	date:Tue,%2030%20Jan%202024%2009:42:37%20GMT	https://wegotkickspr.com/cdn/fonts/archivo/archivo_n7.846b40a5735bbd149ad44b083a19c3e5d88d8fab.woff?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=ce5bb79dbdd50555b56aa80ef99c85c36dd83d54c301b75572a8086de7c45b66	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_n7.846b40a5735bbd149ad44b083a19c3e5d88d8fab0f28.woff	(from https://wegotkickspr.com/)
21:00:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:02%20GMT	http://wegotkickspr.com/cdn/fonts/archivo/archivo_i4.a95feba2fc444cfedf1a05723e49fbee7d12512b.woff2?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=1559b5b1439e93b01e7eeeb0ed0acaf9e12a880d34ad638ccea42df655dc852e	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_i4.a95feba2fc444cfedf1a05723e49fbee7d12512bb08a.woff2	(from https://wegotkickspr.com/)
21:00:06	23096/23096	---M--	200	added ('OK')	font/woff2	date:Sat,%2030%20Dec%202023%2019:44:21%20GMT	https://wegotkickspr.com/cdn/fonts/archivo/archivo_i4.a95feba2fc444cfedf1a05723e49fbee7d12512b.woff2?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=1559b5b1439e93b01e7eeeb0ed0acaf9e12a880d34ad638ccea42df655dc852e	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_i4.a95feba2fc444cfedf1a05723e49fbee7d12512bb08a.woff2	(from https://wegotkickspr.com/)
21:00:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:04%20GMT	http://wegotkickspr.com/cdn/fonts/archivo/archivo_i4.9734cbbe4db53e64fe62bb6fe5f4ef00f6bc0c85.woff?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=356bc97fa7cf320f9db62d8ecc1431f9e61dc2b2b117061e084930b382044336	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_i4.9734cbbe4db53e64fe62bb6fe5f4ef00f6bc0c85e7cf.woff	(from https://wegotkickspr.com/)
21:00:06	23048/23048	---M--	200	added ('OK')	font/woff2	date:Sun,%2014%20Jan%202024%2014:25:57%20GMT	https://wegotkickspr.com/cdn/fonts/archivo/archivo_i4.9734cbbe4db53e64fe62bb6fe5f4ef00f6bc0c85.woff?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=356bc97fa7cf320f9db62d8ecc1431f9e61dc2b2b117061e084930b382044336	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_i4.9734cbbe4db53e64fe62bb6fe5f4ef00f6bc0c85e7cf.woff	(from https://wegotkickspr.com/)
21:00:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:04%20GMT	http://wegotkickspr.com/cdn/fonts/archivo/archivo_i7.f132b18f71dd794aabbdb5631a7514bf5d5fa150.woff2?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=48a49ee81f03c475613ba9ef390c90c47e7c969f8361d0b7086c4b75cf5cdea5	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_i7.f132b18f71dd794aabbdb5631a7514bf5d5fa150cda1.woff2	(from https://wegotkickspr.com/)
21:00:07	23616/23616	---M--	200	added ('OK')	font/woff2	date:Thu,%2028%20Dec%202023%2017:28:27%20GMT	https://wegotkickspr.com/cdn/fonts/archivo/archivo_i7.f132b18f71dd794aabbdb5631a7514bf5d5fa150.woff2?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=48a49ee81f03c475613ba9ef390c90c47e7c969f8361d0b7086c4b75cf5cdea5	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_i7.f132b18f71dd794aabbdb5631a7514bf5d5fa150cda1.woff2	(from https://wegotkickspr.com/)
21:00:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:05%20GMT	http://wegotkickspr.com/cdn/fonts/archivo/archivo_i7.030187938ee569c3b9c961b486ffa4c07d5a5205.woff?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=5dbddee8515f8e8f299977f504cfe3233771a5ca2d75d2e8eb62970627f47dd5	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_i7.030187938ee569c3b9c961b486ffa4c07d5a52050cdc.woff	(from https://wegotkickspr.com/)
21:00:08	23632/23632	---M--	200	added ('OK')	font/woff2	date:Sun,%2011%20Feb%202024%2017:46:56%20GMT	https://wegotkickspr.com/cdn/fonts/archivo/archivo_i7.030187938ee569c3b9c961b486ffa4c07d5a5205.woff?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=5dbddee8515f8e8f299977f504cfe3233771a5ca2d75d2e8eb62970627f47dd5	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/archivo/archivo_i7.030187938ee569c3b9c961b486ffa4c07d5a52050cdc.woff	(from https://wegotkickspr.com/)
21:00:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:06%20GMT	http://wegotkickspr.com/cdn/fonts/fjalla_one/fjallaone_n4.e3b041743e726c1cef3b3ab9921402e93cd8f733.woff2?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=7569ada83cbf6e97dd43bb070f5a3da9ab314824a4f47e399aeb9a084bde146a	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/fjalla_one/fjallaone_n4.e3b041743e726c1cef3b3ab9921402e93cd8f7334c44.woff2	(from https://wegotkickspr.com/)
21:00:09	18072/18072	---M--	200	added ('OK')	font/woff2	date:Wed,%2031%20Jan%202024%2005:00:49%20GMT	https://wegotkickspr.com/cdn/fonts/fjalla_one/fjallaone_n4.e3b041743e726c1cef3b3ab9921402e93cd8f733.woff2?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=7569ada83cbf6e97dd43bb070f5a3da9ab314824a4f47e399aeb9a084bde146a	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/fjalla_one/fjallaone_n4.e3b041743e726c1cef3b3ab9921402e93cd8f7334c44.woff2	(from https://wegotkickspr.com/)
21:00:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:07%20GMT	http://wegotkickspr.com/cdn/fonts/fjalla_one/fjallaone_n4.bed9b46f46027aa055f567c064cca454e8db0b22.woff?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=f569421d6f97dca96567a8a663bd4a8c7543012e4b891d76aa9827955e59e964	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/fjalla_one/fjallaone_n4.bed9b46f46027aa055f567c064cca454e8db0b220fd6.woff	(from https://wegotkickspr.com/)
21:00:10	18052/18052	---M--	200	added ('OK')	font/woff2	date:Fri,%2029%20Dec%202023%2000:39:26%20GMT	https://wegotkickspr.com/cdn/fonts/fjalla_one/fjallaone_n4.bed9b46f46027aa055f567c064cca454e8db0b22.woff?h1=NjkxODFhLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=d2Vnb3RraWNrc3ByLmNvbQ&hmac=f569421d6f97dca96567a8a663bd4a8c7543012e4b891d76aa9827955e59e964	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/fonts/fjalla_one/fjallaone_n4.bed9b46f46027aa055f567c064cca454e8db0b220fd6.woff	(from https://wegotkickspr.com/)
21:00:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:08%20GMT	http://wegotkickspr.com/cdn/shop/t/1/assets/base.css?v=831047894957930821678292869	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/t/1/assets/base73e7.css	(from https://wegotkickspr.com/)
21:00:10	54198/54198	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Nov%202023%2011:08:09%20GMT	https://wegotkickspr.com/cdn/shop/t/1/assets/base.css?v=831047894957930821678292869	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/t/1/assets/base73e7.css	(from https://wegotkickspr.com/)
21:00:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:09%20GMT	http://wegotkickspr.com/cdn/shop/t/1/assets/component-predictive-search.css?v=85913294783299393391678292885	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/t/1/assets/component-predictive-searchb8f6.css	(from https://wegotkickspr.com/)
21:00:11	4978/4978	---M-Z	200	added ('OK')	text/css	date:Thu,%2002%20Nov%202023%2002:39:32%20GMT	https://wegotkickspr.com/cdn/shop/t/1/assets/component-predictive-search.css?v=85913294783299393391678292885	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shop/t/1/assets/component-predictive-searchb8f6.css	(from https://wegotkickspr.com/)
21:00:12	69098/69098	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:a901399e3e5a822f51527fd452471f86%22	https://wegotkickspr.com/POST	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/POST	(from https://wegotkickspr.com/)
21:00:12	17096/17096	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:%22cacheable:a901399e3e5a822f51527fd452471f86%22	https://wegotkickspr.com/cdn	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn	(from https://wegotkickspr.com/)
21:00:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:10%20GMT	http://wegotkickspr.com/cdn/s/trekkie.storefront.fc3f1aabbbf42bade5d1a83f4ea8b04c184cf3f3.min.js	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/s/trekkie.storefront.fc3f1aabbbf42bade5d1a83f4ea8b04c184cf3f3.min.js	(from https://wegotkickspr.com/)
21:00:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Feb%202024%2002:00:11%20GMT	http://wegotkickspr.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	(from https://wegotkickspr.com/)
21:00:13	114474/114474	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2013%20Feb%202024%2017:05:31%20GMT	https://wegotkickspr.com/cdn/s/trekkie.storefront.fc3f1aabbbf42bade5d1a83f4ea8b04c184cf3f3.min.js	F:/WinHTTrack/SitiosClone/WeGoKicks/wegotkickspr.com/cdn/s/trekkie.storefront.fc3f1aabbbf42bade5d1a83f4ea8b04c184cf3f3.min.js	(from https://wegotkickspr.com/)
